Project_webSummary, Project Title, Project N�, Project Website, Year Of Finance, Lead Partner Country, Type Of Beneficiary, Country, Themes, Keywords, Habitats, Species
index.cfm?fuseaction=search.dspPage&n_proj_id=5218,LIFE STO3RE - Synergic TPAD and O3 process in WWTPs for Resoruce Efficient waste management,LIFE14 ENV/ES/000150,"http://lifesto3re.com,",2014,ES,Large enterprise,España,Industry-Production ~ Agriculture - Forestry / Water ~ Waste water treatment /,Agriculture / eutrophication / groundwater / soil degradation / waste water treatment / water quality /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5219,LIFE HEALTHY FOREST - Early detection and advanced management systems to reduce forest decline caused by invasive and pathogenic agents,LIFE14 ENV/ES/000179,"http://www.lifehealthyforest.com,",2014,ES,Research institution,España,Information - Governance ~ Environmental training - Capacity building / Land-use &amp; Planning ~ Forest management /,forest management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5222,LIFE CELSIUS - SUSTAINABLE AND LOW ENERGY WASTEWATER TREATMENT FOR WARM CLIMATES,LIFE14 ENV/ES/000203,"http://www.lifecelsius.com/,",2014,ES,Large enterprise,España,Water ~ Water quality improvement / Water ~ Waste water treatment /,eutrophication / water quality /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5280,SILIFE - PRODUCTION OF QUARTZ POWDERS WITH REDUCED CRYSTALLINE SILICA TOXICITY,LIFE14 ENV/ES/000238,"http://www.silife-project.eu,",2014,ES,University,España,Risk management ~ Human health protection /,indoor air pollution / industrial pollution /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5281,LIFE FOUNDRYTILE - Valorization of iron foundry sands and dust in the ceramic tile production process,LIFE14 ENV/ES/000252,"http://www.foundrytile.eu/,",2014,ES,Research institution,España,Waste ~ Waste reduction - Raw material saving / Waste ~ Waste recycling /,ceramics industry / industrial waste / waste recycling /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5286,LIFECITRUS - Recycling of citrus industry scrap into natural additives for food industries,LIFE14 ENV/ES/000326,"http://www.lifecitrus.eu,",2014,ES,NGO-Foundation,España,Waste ~ Waste use / Waste ~ Agricultural waste /,organic waste / waste use /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5220,LIFE In-BRIEF - Integrated business model for turning Bio-waste and sewage sludge into renewable energy and agri-urban Fertilizers,LIFE14 ENV/ES/000427,"http://lifeinbrief.eu/,",2014,ES,Research institution,España,Climate change Mitigation ~ Renewable energies / Waste ~ Agricultural waste / Waste ~ Waste recycling /,agricultural waste / biogas / biomass energy / sewage sludge /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5221,LIFE RECUMETAL - Demonstration of the recovery of critical metals such as indium and yttrium by recycling discarded flat panels,LIFE14 ENV/ES/000450,"https://life-recumetal.eu,",2014,ES,Research institution,España,Waste ~ Waste recycling / Waste ~ Waste from Electrical and Electronic Equipment (WEEE) /,electronic material /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5287,LIFE ECORKWASTE - Integrated and sustainable management of cork waste generated in the cork industry.,LIFE14 ENV/ES/000460,"http://www.ecorkwaste.eu,",2014,ES,University,España,Climate change Mitigation ~ Renewable energies / Waste ~ Waste recycling / Water ~ Waste water treatment /,biomass energy / waste treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5284,LIFE MULTIBIOSOL - Innovative fully biodegradable mulching films & fruit protection bags for sustainable agricultural practices,LIFE14 ENV/ES/000486,"http://multibiosol.eu/,",2014,ES,NGO-Foundation,España,Environmental management ~ Eco-products design / Industry-Production ~ Agriculture - Forestry / Waste ~ Packaging and plastic waste / Waste ~ Waste reduction - Raw material saving /,biodegradability /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5223,LIFE-ANADRY - Dry anaerobic digestion as an alternative management & treatment solution for sewage sludge,LIFE14 ENV/ES/000524,"http://www.life-anadry.eu,",2014,ES,Large enterprise,España,Climate change Mitigation ~ Renewable energies / Waste ~ Waste recycling / Water ~ Waste water treatment /,greenhouse gas / sewage sludge / sludge treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5283,LIFE DRAINUSE - Re-utilization of drainage solution from soilless culture in protected agriculture. From open to close system,LIFE14 ENV/ES/000538,"http://www.drainuse.eu/,",2014,ES,Research institution,España,Industry-Production ~ Agriculture - Forestry / Water ~ Water quality improvement /,water quality / water reuse /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5226,LIFE RAMSES - Enhanced Reclaimed wAter quality through MainStream anaErobic treatment using Supported biomass growth.,LIFE14 ENV/ES/000621,"http://www.life-ramses.com/,",2014,ES,Large enterprise,España,Water ~ Waste water treatment /,agricultural waste / biomass energy / waste water treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5225,LIFE SAVING-E - Two-Stage Autotrophic N-remoVal for maINstream sewaGe trEatment,LIFE14 ENV/ES/000633,"http://www.saving-e.eu,",2014,ES,University,España,Water ~ Waste water treatment /,biogas / biomass energy / waste water treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5285,LIFE Smart Fertirrigation - Integrated pig manure digestate processing for direct injection of organic liquid fertiliser into irrigation systems,LIFE14 ENV/ES/000640,"http://smartfertirrigation.eu/,",2014,ES,Professional organisation,España,Industry-Production ~ Agriculture - Forestry /,Agriculture / eutrophication / water quality /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5430,LIFE NanoMOnitor - Development of a real-time information and monitoring system to support the risk assessment of nanomaterials under REACH,LIFE14 ENV/ES/000662,"http://www.lifenanomonitor.eu,",2014,ES,Research institution,España,Air &amp; Noise ~ Air quality monitoring / Industry-Production ~ Chemicals / Risk management ~ Risk assessment and monitoring /,air quality monitoring /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5227,MIDWOR-LIFE - Mitigation of environmental impact caused by DWOR textile finishing chemicals studying their non-toxic alternatives,LIFE14 ENV/ES/000670,"http://www.midwor-life.eu,",2014,ES,Professional organisation,España,Environmental management ~ Life Cycle Assessment-Management / Industry-Production ~ Textiles - Clothing / Industry-Production ~ Chemicals /,textile industry /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5295,"LIFE iCirBus-4Industries - Innovative Circular Businesses on Energy, Water, Fertilizer & Construction Industries towards a Greener Regional Economy",LIFE14 ENV/ES/000688,"http://www.icirbus.eu/,",2014,ES,Professional organisation,España,Waste ~ Waste recycling / Water ~ Waste water treatment /,ash / fertiliser / sewage sludge /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5297,LIFE FUTURE - Sustainable Urban FUrniTURE: Tool design to perform environmental assessments in the green procurement framework,LIFE14 ENV/ES/000703,"http://www.life-future-project.eu,",2014,ES,Large enterprise,España,Environmental management ~ Life Cycle Assessment-Management / Information - Governance ~ Environmental training - Capacity building /,decision making support /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5224,LIFE- SOUNDLESS - New generation of eco-friendly asphalts with recycled materials and high durability and acoustic performance,LIFE14 ENV/ES/000708,"http://www.juntadeandalucia.es/fomentoyvivienda/portal-web/web/areas/carreteras/lifesoundless,",2014,ES,Regional authority,España,Air &amp; Noise ~ Noise pollution / Waste ~ Waste recycling /,industrial waste / noise reduction / plastic waste / road construction material /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5232,LIFE SIAMEC - Integrated anaerobic system for wastewater reclamation at ambient temperature in European climates,LIFE14 ENV/ES/000849,"http://www.life-siamec.eu/,",2014,ES,NGO-Foundation,España,Water ~ Waste water treatment /,energy efficiency / waste water treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5294,LIFE SEACAN - Reducing the pressure of fish canneries on the marine environment with novel effluent treatment and ecosystem monitoring,LIFE14 ENV/ES/000852,"http://www.life-seacan.eu,",2014,ES,NGO-Foundation,España,Industry-Production ~ Agriculture - Forestry / Water ~ Waste water treatment /,energy efficiency / waste water treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5296,LIFE EFFIDRAIN - Efficient Integrated Real-time Control in Urban Drainage and Wastewater Treatment Plants for Environmental Protection,LIFE14 ENV/ES/000860,"http://www.life-effidrain.eu/   ,",2014,ES,NGO-Foundation,España,Water ~ Waste water treatment /,drainage system / water quality /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5288,LIFE STIMUL - LIFE STIMUL: Seed Treatments to keep Inputs at Minimum Use Level,LIFE14 ENV/FR/000493,"http://www.solvay.com/en/innovation/european-life-projects/Life-Stimul-MainPage.html,",2014,FR,International enterprise,France,Industry-Production ~ Agriculture - Forestry / Industry-Production ~ Chemicals /,Agriculture / chemical industry / fertiliser / water saving /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5289,LIFE GYM - Life GreenYourMove: Development and promotion of a co-modal journey planning platform to minimize GHG emission in Europe,LIFE14 ENV/GR/000611,"http://www.greenyourmove.org,",2014,GR,University,Ellas,Air &amp; Noise ~ Air pollutants / Land-use &amp; Planning ~ Transport planning - Traffic monitoring /,air quality management / greenhouse gas / mobility / transport planning /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5290,"LIFE: PAVEtheWAySTE - Demonstrating resource efficiency through innovative, integrated waste recycling schemes for remote areas",LIFE14 ENV/GR/000722,"http://pavethewayste.eu,",2014,GR,Local authority,Ellas,Waste ~ Municipal waste (including household and commercial) / Waste ~ Waste recycling /,landfill / organic waste / resource conservation / waste recycling /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5424,LIFE RE-WEEE - Development and Demonstration of Waste Electrical & Electronic Equipment (WEEE) Prevention and Reuse Paradigms,LIFE14 ENV/GR/000858,"http://www.reweee.gr/el,",2014,GR,National authority,Ellas,Waste ~ Waste from Electrical and Electronic Equipment (WEEE) /,electrical industry / waste collection / waste use /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5293,LIFE ELECTRO-SLUDGE - Innovative Electro Dewatering system for the maximisation of the urban sludge Dry Solid content,LIFE14 ENV/IT/000039,"http://www.electrosludge.eu/,",2014,IT,Large enterprise,Italia,Waste ~ End-of-pipe treatment - Landfilling / Water ~ Waste water treatment /,heavy metal / incineration of waste / landfill / sludge treatment / waste use / waste water treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5291,LIFE M&M Man and Metal - New business model to increase efficiency of resources aimed at products great durability with use of recycled materials,LIFE14 ENV/IT/000082,"http://www.cavatorta.it/en/research/life-project/life-mm-man-metal/,",2014,IT,Large enterprise,Italia,Industry-Production ~ Metal industry / Waste ~ Waste reduction - Raw material saving / Waste ~ Industrial waste /,energy efficiency / metal products industry / resource conservation / waste reduction /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5292,LIFE HORTISED - Demonstration of the suitability of dredged remediated sediments for safe and sustainable horticulture production,LIFE14 ENV/IT/000113,"http://lifehortised.com,",2014,IT,University,Italia,Waste ~ Hazardous waste / Waste ~ Waste use /,hazardous waste / horticulture / waste use /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5298,REFIBRE-LIFE - Recycling of textile fibres from end-of-life tyres for production of new asphalts and plastic compounds,LIFE14 ENV/IT/000160,"http://www.refibre.eu/,",2014,IT,SME Small and medium sized enterprise,Italia,Waste ~ Waste recycling / Waste ~ End-of-Life Vehicles (ELV&apos;s) and tyres /,life-cycle management / resource conservation / textile industry / waste recycling / waste use /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5230,LIFE TRIALKYL - LIFE-TRIALKYL - An innovative and sustainable continuous process for the development of high quality trimethyl phosphite,LIFE14 ENV/IT/000346,"http://www.life-trialkyl.eu,",2014,IT,Large enterprise,Italia,Industry-Production ~ Chemicals / Waste ~ Hazardous waste /,chemical industry / hazardous waste / waste use / waste water reduction /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5229,FRESh LIFE - Demonstrating Remote Sensing integration in sustainable forest management,LIFE14 ENV/IT/000414,"https://freshlifeproject.net/,",2014,IT,NGO-Foundation,Italia,Land-use &amp; Planning ~ Forest management /,forest management / management plan / monitoring system / remote sensing /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5418,LIFETAN - Eco friendly tanning cycle,LIFE14 ENV/IT/000443,"http://www.lifetan.eu,",2014,IT,National authority,Italia,Industry-Production ~ Leather and Footwear / Risk management ~ Pollutants reduction /,chemical industry / clean technology / leather industry / waste use /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5425,Life4MarPiccolo - A New Life for Mar Piccolo,LIFE14 ENV/IT/000461,"http://www.lifemarpiccolo.it/,",2014,IT,National authority,Italia,Habitats ~ Marine / Information - Governance ~ Environmental training - Capacity building / Risk management ~ Site rehabilitation - Decontamination / Water ~ Water quality improvement /,decontamination / protected area / water quality improvement /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5301,LIFE FutureForCoppiceS - Shaping future forestry for sustainable coppices in southern Europe: the legacy of past management trials,LIFE14 ENV/IT/000514,"http://www.futureforcoppices.eu,",2014,IT,Research institution,Italia,Information - Governance ~ Knowledge development / Land-use &amp; Planning ~ Forest management /,forest management / forestry / indicator /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5228,LIFE-PLA4COFFEE - LIFE-PLA4COFFEE,LIFE14 ENV/IT/000744,"https://pla4coffee.wordpress.com/,",2014,IT,Large enterprise,Italia,Industry-Production ~ Plastic - Rubber -Tyre / Waste ~ Waste reduction - Raw material saving /,life-cycle management / plastic / resource conservation / waste reduction /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5299,LIFE ECO TILES - ECO innovative methodologies for the valorisation of construction and urban waste into high grade TILES,LIFE14 ENV/IT/000801,"http://www.ecotiles-lifeproject.eu,",2014,IT,University,Italia,Environmental management ~ Green procurement / Industry-Production ~ Building / Waste ~ Construction and demolition waste /,life-cycle management / resource conservation / waste recycling /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5302,LIFE ECO-PULPLAST - Local circular economy by an innovative approach for recycling paper industry pulper waste into new plastic pallets,LIFE14 ENV/IT/001050,"http://www.life-ecopulplast.eu/,",2014,IT,Large enterprise,Italia,Industry-Production ~ Paper - Pulp - Printing / Waste ~ Waste recycling /,plastic / resource conservation / waste recycling / waste use /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5300,"LIFE REWAT - sustainable WATer management in the lower Cornia valley through demand REduction, aquifer REcharge and river REstoration",LIFE14 ENV/IT/001290,"http://www.liferewat.eu/,",2014,IT,Public enterprise,Italia,Water ~ Water management and supply / Water ~ Water scarcity and drought /,water resources management / water saving /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=5303,LIFE Fit for REACH - Baltic pilot cases on reduction of emissions by substitution of hazardous chemicals and resource efficiency,LIFE14 ENV/LV/000174,"http://www.fitreach.eu/,",2014,LV,NGO-Foundation,Latvia Latvija,Industry-Production ~ Chemicals /,chemical industry / hazardous substance / public procurement / resource conservation /,,
